Id,SalePrice
1461,128142.19242
1462,164209.08741
1463,175221.57792
1464,198840.87306
1465,209670.15191
1466,171532.28704
1467,178423.08837
1468,161233.91284
1469,193705.67514
1470,123911.91487
1471,206853.36868
1472,99682.969405
1473,97198.319857
1474,154206.5789
1475,115276.35777
1476,364155.94241
1477,230341.50284
1478,296103.07603
1479,284618.21104
1480,482863.52014
1481,303364.91049
1482,209891.1782
1483,164957.05355
1484,168698.86993
1485,195883.11958
1486,199642.75525
1487,326741.01752
1488,209475.00167
1489,178509.57449
1490,225975.48147
1491,194998.15654
1492,91642.700354
1493,184943.95207
1494,299482.42547
1495,293142.05783
1496,242087.94005
1497,183997.84031
1498,177601.31171
1499,177851.28503
1500,168010.6684
1501,172606.44212
1502,172955.94742
1503,284375.29562
1504,258176.27394
1505,228060.60242
1506,177335.57455
1507,237979.95282
1508,196998.14113
1509,156791.72028
1510,149082.20783
1511,149313.14208
1512,168579.97824
1513,162736.18669
1514,145847.08
1515,166274.39677
1516,153317.71462
1517,170527.78916
1518,141022.53632
1519,221103.05921
1520,132891.12155
1521,140608.78077
1522,172401.57633
1523,106477.21855
1524,109621.74363
1525,120894.80048
1526,120254.37589
1527,101001.79875
1528,130665.3978
1529,139581.57538
1530,181025.30925
1531,118863.82717
1532,128225.3009
1533,132238.91315
1534,114428.83226
1535,148802.51726
1536,106946.82703
1537,74339.251145
1538,138354.81808
1539,179344.72289
1540,128225.3009
1541,133758.59066
1542,151214.74477
1543,160620.36055
1544,88034.948961
1545,127199.37426
1546,154105.361
1547,144161.02417
1548,140099.82711
1549,131626.64425
1550,147483.019
1551,121615.95783
1552,140029.69956
1553,128225.3009
1554,115286.03163
1555,179544.53886
1556,212565.4286
1557,142591.36
1558,101743.4523
1559,142591.36
1560,155274.97844
1561,136793.1351
1562,120423.30453
1563,122347.75067
1564,162936.06118
1565,156740.66809
1566,233309.00091
1567,76389.270032
1568,237183.94183
1569,125805.32481
1570,135927.03039
1571,120141.65189
1572,131253.8327
1573,231827.41555
1574,131321.59793
1575,235749.1471
1576,213571.158
1577,174078.65527
1578,125471.68292
1579,143842.11814
1580,199501.32498
1581,138106.52818
1582,120871.6581
1583,287839.88468
1584,227128.78031
1585,155375.16374
1586,63259.206484
1587,102951.84167
1588,148628.85527
1589,92596.035004
1590,125860.03542
1591,127318.5714
1592,101225.5837
1593,115030.29139
1594,142591.36
1595,142591.36
1596,230482.69567
1597,206947.73676
1598,228664.4107
1599,188573.29205
1600,168904.3009
1601,73502.787766
1602,119741.91431
1603,81716.534055
1604,310974.37484
1605,241423.94713
1606,164944.54854
1607,146078.23087
1608,195069.66973
1609,166840.33247
1610,142707.82729
1611,129230.5435
1612,159819.53198
1613,152947.99881
1614,115776.93892
1615,98576.47059
1616,98576.47059
1617,85099.289485
1618,115093.6209
1619,127944.95041
1620,180681.34902
1621,135794.09096
1622,143619.91606
1623,252778.96906
1624,227666.10339
1625,127730.91571
1626,170181.95742
1627,195163.5273
1628,294091.78664
1629,182090.34181
1630,331778.10541
1631,211656.50473
1632,243706.68643
1633,180274.90745
1634,178776.10405
1635,183121.57904
1636,152636.0568
1637,177280.80274
1638,209523.19877
1639,169031.03855
1640,229261.29684
1641,175229.43685
1642,246536.46848
1643,229207.73113
1644,234048.46516
1645,176307.87849
1646,166598.26686
1647,167608.66894
1648,126072.84183
1649,134774.88839
1650,118799.51412
1651,112213.82334
1652,98640.005922
1653,95908.076259
1654,145491.87945
1655,140269.81202
1656,145463.50085
1657,144944.0249
1658,148227.2978
1659,128283.09617
1660,157981.15397
1661,442700.28386
1662,379181.57127
1663,374547.84132
1664,491374.86948
1665,315486.94441
1666,347035.6024
1667,393934.43457
1668,368169.8013
1669,319056.06794
1670,357517.98319
1671,265887.7103
1672,413361.87887
1673,287741.17982
1674,234633.70163
1675,206192.70886
1676,207113.38759
1677,219959.62611
1678,515654.4064
1679,371917.51165
1680,324859.99046
1681,263133.71494
1682,327727.14905
1683,188349.34991
1684,187675.44535
1685,176718.95364
1686,166260.88594
1687,183152.57407
1688,196258.22679
1689,202968.68103
1690,211548.10053
1691,199834.7024
1692,192854.5063
1693,187338.01018
1694,183377.07548
1695,169185.857
1696,268522.71115
1697,170586.36342
1698,350423.42414
1699,286991.56224
1700,263638.46274
1701,292892.7567
1702,245555.17964
1703,233978.6377
1704,274724.05041
1705,242904.88176
1706,458446.262
1707,225379.8372
1708,198957.70527
