Id,SalePrice
1461,118193.33852
1462,167995.07361
1463,182777.4508
1464,201524.56711
1465,189278.04727
1466,174711.46523
1467,192638.88802
1468,167703.50505
1469,190052.56486
1470,110723.87709
1471,205408.26759
1472,92201.242828
1473,92699.342186
1474,151585.85523
1475,116167.90547
1476,344297.93994
1477,261807.71964
1478,297875.76778
1479,290694.7061
1480,488068.52605
1481,332994.36965
1482,218250.78231
1483,173849.30935
1484,165916.88916
1485,174524.52728
1486,199536.82564
1487,295702.27975
1488,243952.08006
1489,193909.86169
1490,236042.79168
1491,189458.82269
1492,93607.518472
1493,170047.45371
1494,277953.65086
1495,302287.63124
1496,226854.80059
1497,193838.31029
1498,164538.55599
1499,151474.57114
1500,144619.52294
1501,177288.29342
1502,153832.33216
1503,263010.3775
1504,252727.71891
1505,236834.70328
1506,200524.11888
1507,240488.53649
1508,189192.4568
1509,165745.63491
1510,141705.05958
1511,145585.14212
1512,177966.2925
1513,153526.16205
1514,189376.44441
1515,210868.61083
1516,154561.38487
1517,173670.59715
1518,142542.24387
1519,215939.54484
1520,134410.27185
1521,140250.58695
1522,168018.43638
1523,118413.06352
1524,130292.80537
1525,124373.25463
1526,131038.92396
1527,98832.798999
1528,157326.6795
1529,141217.51977
1530,182577.0233
1531,108271.21787
1532,107729.13043
1533,147425.18297
1534,130279.37131
1535,160141.71205
1536,112991.80683
1537,54266.903197
1538,156888.02811
1539,180758.78336
1540,110909.15689
1541,136708.01062
1542,163115.78999
1543,187686.29411
1544,88965.683639
1545,137890.71192
1546,130895.18616
1547,141636.84736
1548,159099.04416
1549,119300.80341
1550,134947.03649
1551,117573.54517
1552,119024.02875
1553,140779.2864
1554,131380.23181
1555,183314.07973
1556,97155.707197
1557,115791.55605
1558,100336.1733
1559,87884.171983
1560,146738.87422
1561,119010.02811
1562,124065.56834
1563,116023.98548
1564,134288.4285
1565,138852.83749
1566,242116.22749
1567,71191.290918
1568,222517.35104
1569,111186.24898
1570,129279.12142
1571,129001.92159
1572,149162.84528
1573,221880.49385
1574,117031.1431
1575,209287.37151
1576,222914.10036
1577,179781.68863
1578,138730.03663
1579,141231.66038
1580,201365.26213
1581,154285.20712
1582,126732.98598
1583,311119.74966
1584,219659.91352
1585,142987.07131
1586,65898.512741
1587,106519.54135
1588,151039.69063
1589,96414.195014
1590,145632.38562
1591,100572.8828
1592,116045.826
1593,110484.10401
1594,142591.36
1595,108843.2496
1596,242736.2405
1597,158144.8351
1598,220584.9091
1599,147489.54246
1600,142285.35784
1601,57592.275887
1602,99642.869484
1603,82641.837892
1604,289336.46614
